judge_model,language,dimension,protocol_a,protocol_b,mean_abs_shift,median_abs_shift,n
gpt-4o-mini,en-de,translation_quality_ref_free,P0_direct_english,P1_target_rubric,0.13333333333333333,0.0,30
gpt-4o-mini,en-ru,translation_quality_ref_free,P0_direct_english,P1_target_rubric,0.13333333333333333,0.0,30
gpt-4o-mini,en-de,translation_quality_ref_free,P0_direct_english,P2_explicit_pivot,0.13333333333333333,0.0,30
gpt-4o-mini,en-ru,translation_quality_ref_free,P0_direct_english,P2_explicit_pivot,0.26666666666666666,0.0,30
gpt-4o-mini,zh-en,translation_quality_ref_free,P0_direct_english,P2_explicit_pivot,0.7,1.0,30
gpt-4o-mini,en-de,translation_quality_ref_free,P0_direct_english,P3_bilingual,0.13333333333333333,0.0,30
gpt-4o-mini,en-ru,translation_quality_ref_free,P0_direct_english,P3_bilingual,0.1,0.0,30
gpt-4o-mini,en-de,translation_quality_ref_free,P1_target_rubric,P2_explicit_pivot,0.13333333333333333,0.0,30
gpt-4o-mini,en-ru,translation_quality_ref_free,P1_target_rubric,P2_explicit_pivot,0.26666666666666666,0.0,30
gpt-4o-mini,en-de,translation_quality_ref_free,P1_target_rubric,P3_bilingual,0.13333333333333333,0.0,30
gpt-4o-mini,en-ru,translation_quality_ref_free,P1_target_rubric,P3_bilingual,0.1,0.0,30
gpt-4o-mini,en-de,translation_quality_ref_free,P2_explicit_pivot,P3_bilingual,0.13333333333333333,0.0,30
gpt-4o-mini,en-ru,translation_quality_ref_free,P2_explicit_pivot,P3_bilingual,0.23333333333333334,0.0,30
