judge_model,language,dimension,protocol,protocol_name,n,n_parsed,parse_rate,human_positive_rate,mean_judge_score,spearman,spearman_ci_low,spearman_ci_high,auroc,estimated_cost_usd
gpt-4.1-mini,en-US,comprehensibility,P0_direct_english,Direct English rubric,25,25,1.0,0.48,3.24,0.6104252092048846,0.3253609946094572,0.8411375252237117,0.842948717948718,0.0036204
gpt-4.1-mini,en-US,comprehensibility,P1_target_rubric,Target-language rubric,25,25,1.0,0.48,3.04,0.4363632397855295,0.13211698791856064,0.7503197782176653,0.7467948717948718,0.0033916000000000003
gpt-4.1-mini,en-US,comprehensibility,P2_explicit_pivot,Explicit English pivot,25,25,1.0,0.48,3.52,0.649018973804459,0.38366849377863627,0.8538370132678067,0.8621794871794872,0.0039716000000000005
gpt-4.1-mini,en-US,comprehensibility,P3_bilingual,Bilingual rubric,25,25,1.0,0.48,3.36,0.597440149249054,0.326907832071319,0.8308158083630237,0.8365384615384616,0.0040336
gpt-4.1-mini,en-US,grammar,P0_direct_english,Direct English rubric,25,25,1.0,0.48,4.12,0.6445033866354896,0.32231830947752704,0.8893271883281758,0.8461538461538461,0.0036572
gpt-4.1-mini,en-US,grammar,P1_target_rubric,Target-language rubric,25,25,1.0,0.48,4.08,0.5540930786434682,0.23026343380916087,0.7978213257517524,0.7884615384615384,0.0034184000000000003
gpt-4.1-mini,en-US,grammar,P2_explicit_pivot,Explicit English pivot,25,25,1.0,0.48,4.16,0.6319695884106159,0.3289731948443566,0.8527319364951538,0.8333333333333334,0.0039700000000000004
gpt-4.1-mini,en-US,grammar,P3_bilingual,Bilingual rubric,25,25,1.0,0.48,4.28,0.34648723342799903,-0.022581432586722034,0.6463268643230876,0.6762820512820513,0.004073600000000001
gpt-4.1-mini,es-ES,comprehensibility,P0_direct_english,Direct English rubric,25,25,1.0,0.48,3.4,0.7384519731655377,0.5041969465760106,0.9123176990512408,0.907051282051282,0.0037756000000000005
gpt-4.1-mini,es-ES,comprehensibility,P1_target_rubric,Target-language rubric,25,25,1.0,0.48,2.92,0.6754781999952961,0.41978098903418354,0.894429218262706,0.875,0.0038732000000000003
gpt-4.1-mini,es-ES,comprehensibility,P2_explicit_pivot,Explicit English pivot,25,25,1.0,0.48,3.08,0.4617940948247173,0.06573585250922946,0.7936386043384163,0.7532051282051282,0.0040672
gpt-4.1-mini,es-ES,comprehensibility,P3_bilingual,Bilingual rubric,25,25,1.0,0.48,3.2,0.6905041139206819,0.4034609504757428,0.9090805649126958,0.8846153846153846,0.0044584
gpt-4.1-mini,es-ES,grammar,P0_direct_english,Direct English rubric,25,25,1.0,0.48,4.48,0.13043142940522037,-0.2892147328315128,0.4801893540854888,0.5641025641025641,0.0037564000000000005
gpt-4.1-mini,es-ES,grammar,P1_target_rubric,Target-language rubric,25,25,1.0,0.48,4.36,0.253622760591068,-0.15341793366041073,0.6012028657854389,0.6314102564102564,0.003976
gpt-4.1-mini,es-ES,grammar,P2_explicit_pivot,Explicit English pivot,25,25,1.0,0.48,3.8,0.28821694455719976,-0.04428001466597513,0.6664257341483842,0.657051282051282,0.004108
gpt-4.1-mini,es-ES,grammar,P3_bilingual,Bilingual rubric,25,25,1.0,0.48,4.6,0.2679961368449717,-0.11912328011292699,0.6006699578686593,0.6217948717948718,0.004448
gpt-4.1-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,25,25,1.0,0.48,2.88,0.729340111821443,0.49137618130121935,0.8669118849680948,0.9102564102564102,0.0042568
gpt-4.1-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,25,25,1.0,0.48,2.64,0.7185266831549085,0.40388262748917253,0.8818149577722387,0.9038461538461539,0.0046944000000000005
gpt-4.1-mini,tr,comprehensibility,P2_explicit_pivot,Explicit English pivot,25,25,1.0,0.48,2.96,0.16844530021135304,-0.27569558284216006,0.5616956313560607,0.592948717948718,0.0041244
gpt-4.1-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,25,25,1.0,0.48,2.68,0.7960599483557741,0.6237065704316868,0.8966593169926679,0.9455128205128205,0.005050800000000001
gpt-4.1-mini,tr,grammar,P0_direct_english,Direct English rubric,25,25,1.0,0.48,3.96,-0.09350798232818429,-0.4937461692410166,0.3066291113482517,0.44871794871794873,0.0038028000000000003
gpt-4.1-mini,tr,grammar,P1_target_rubric,Target-language rubric,25,25,1.0,0.48,3.64,0.09394953353056754,-0.3358824561265579,0.48431054127539563,0.5512820512820513,0.0046836000000000004
gpt-4.1-mini,tr,grammar,P2_explicit_pivot,Explicit English pivot,25,25,1.0,0.48,3.92,0.06478573683452012,-0.36113415140645705,0.44998694422219226,0.5352564102564102,0.0040516
gpt-4.1-mini,tr,grammar,P3_bilingual,Bilingual rubric,25,25,1.0,0.48,3.76,-0.05249763765945679,-0.4605397807675025,0.3449892466083875,0.47115384615384615,0.004802
gpt-4.1-mini,vi,comprehensibility,P0_direct_english,Direct English rubric,25,25,1.0,0.48,3.56,0.5089787745947413,0.09877100632776814,0.7893625144911793,0.7852564102564102,0.0043292
gpt-4.1-mini,vi,comprehensibility,P1_target_rubric,Target-language rubric,25,25,1.0,0.48,3.4,0.554700196225229,0.20057292166365914,0.7938592631819799,0.8076923076923077,0.0050332
gpt-4.1-mini,vi,comprehensibility,P2_explicit_pivot,Explicit English pivot,25,25,1.0,0.48,3.48,0.20736556556739713,-0.15847658329962816,0.5892467451444513,0.6153846153846154,0.004146
gpt-4.1-mini,vi,comprehensibility,P3_bilingual,Bilingual rubric,25,25,1.0,0.48,3.56,0.44607128559988557,0.06052109903778878,0.726090296598913,0.75,0.005253600000000001
gpt-4.1-mini,vi,grammar,P0_direct_english,Direct English rubric,25,25,1.0,0.48,3.68,0.5637952184510965,0.24776152207108526,0.7818633880072998,0.8141025641025641,0.0039904
gpt-4.1-mini,vi,grammar,P1_target_rubric,Target-language rubric,25,25,1.0,0.48,3.24,0.4044688930808962,0.03695306813939217,0.7276658231233887,0.7243589743589743,0.004976400000000001
gpt-4.1-mini,vi,grammar,P2_explicit_pivot,Explicit English pivot,25,25,1.0,0.48,3.56,-0.05176642187845027,-0.4527702108412706,0.33222151989226906,0.47115384615384615,0.0041508000000000005
gpt-4.1-mini,vi,grammar,P3_bilingual,Bilingual rubric,25,25,1.0,0.48,3.52,0.49102156918071216,0.18246771926924896,0.7464976299350768,0.7692307692307693,0.0050532
