judge_model,language,dimension,protocol,protocol_name,n,n_parsed,parse_rate,human_positive_rate,mean_judge_score,spearman,spearman_ci_low,spearman_ci_high,auroc,estimated_cost_usd
gpt-4.1-mini,en-US,comprehensibility,P0_direct_english,Direct English rubric,12,12,1.0,0.5,2.9166666666666665,0.7245472993626659,0.4042532131852172,0.9179430325372971,0.9027777777777778,0.00184
gpt-4.1-mini,en-US,comprehensibility,P1_target_rubric,Target-language rubric,12,12,1.0,0.5,2.8333333333333335,0.753778361444409,0.44511306619751934,0.9720959338908002,0.9166666666666666,0.0017024
gpt-4.1-mini,en-US,comprehensibility,P2_explicit_pivot,Explicit English pivot,12,12,1.0,0.5,3.0833333333333335,0.7245472993626659,0.38328726301452554,0.9074852129730301,0.9027777777777778,0.0019984
gpt-4.1-mini,en-US,comprehensibility,P3_bilingual,Bilingual rubric,12,12,1.0,0.5,3.0,0.7702011922499276,0.4741776021073212,0.9229365406748746,0.9305555555555556,0.0020384
gpt-4.1-mini,en-US,grammar,P0_direct_english,Direct English rubric,12,12,1.0,0.5,3.75,0.40555355282690636,-0.24272887133263515,0.8515808977481911,0.7083333333333334,0.0017976000000000001
gpt-4.1-mini,en-US,grammar,P1_target_rubric,Target-language rubric,12,12,1.0,0.5,3.8333333333333335,0.35582999744274424,-0.26082026547865056,0.7912476173008096,0.6944444444444444,0.0018552000000000002
gpt-4.1-mini,en-US,grammar,P2_explicit_pivot,Explicit English pivot,12,12,1.0,0.5,4.083333333333333,0.29012942659282975,-0.30151134457776363,0.6900655593423543,0.6388888888888888,0.0019768
gpt-4.1-mini,en-US,grammar,P3_bilingual,Bilingual rubric,12,12,1.0,0.5,3.75,0.5591614245528838,-0.013887301496588235,0.9289424155241668,0.8055555555555556,0.0020056
gpt-4.1-mini,es-ES,comprehensibility,P0_direct_english,Direct English rubric,12,12,1.0,0.5,2.9166666666666665,0.42633438318919126,-0.10699152737356996,0.8400818417205322,0.7361111111111112,0.0017632000000000001
gpt-4.1-mini,es-ES,comprehensibility,P1_target_rubric,Target-language rubric,12,12,1.0,0.5,2.4166666666666665,0.5174336838042219,0.03989109957444315,0.8215710775463038,0.7777777777777778,0.0017471999999999998
gpt-4.1-mini,es-ES,comprehensibility,P2_explicit_pivot,Explicit English pivot,12,12,1.0,0.5,2.6666666666666665,0.20138934414236961,-0.5129276332329137,0.7067016912049517,0.6111111111111112,0.0019256000000000004
gpt-4.1-mini,es-ES,comprehensibility,P3_bilingual,Bilingual rubric,12,12,1.0,0.5,2.6666666666666665,0.45312602432033167,-0.12222549013914771,0.8335820265077447,0.75,0.0020528000000000005
gpt-4.1-mini,es-ES,grammar,P0_direct_english,Direct English rubric,12,12,1.0,0.5,4.0,0.3801878126154979,-0.2566800074344044,0.7683256374423648,0.6944444444444444,0.0017532000000000001
gpt-4.1-mini,es-ES,grammar,P1_target_rubric,Target-language rubric,12,12,1.0,0.5,3.25,0.3142696805273545,-0.3129781342391191,0.8371393439341396,0.6666666666666666,0.0018428000000000001
gpt-4.1-mini,es-ES,grammar,P2_explicit_pivot,Explicit English pivot,12,12,1.0,0.5,2.8333333333333335,0.2433321316961438,-0.383048663686453,0.7286881505464661,0.625,0.0019556000000000005
gpt-4.1-mini,es-ES,grammar,P3_bilingual,Bilingual rubric,12,12,1.0,0.5,3.9166666666666665,0.6053199267663819,0.040953971362581096,0.9149914219956279,0.8333333333333334,0.0020828
gpt-4.1-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,12,12,1.0,0.5,2.75,0.728810888813495,0.47193990372426947,0.9239364353597957,0.8888888888888888,0.00199
gpt-4.1-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,12,12,1.0,0.5,2.4166666666666665,0.7580980435789033,0.5064779798944213,0.9036627995384816,0.9166666666666666,0.002262
gpt-4.1-mini,tr,comprehensibility,P2_explicit_pivot,Explicit English pivot,12,12,1.0,0.5,2.6666666666666665,-0.20138934414236961,-0.6844967267541213,0.3569234734642922,0.3888888888888889,0.0020024
gpt-4.1-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,12,12,1.0,0.5,2.5,0.7580980435789033,0.5064779798944213,0.9045340337332909,0.9166666666666666,0.0023596000000000003
gpt-4.1-mini,tr,grammar,P0_direct_english,Direct English rubric,12,12,1.0,0.5,3.4166666666666665,0.7789621985578676,0.3444139805037046,1.0,0.9027777777777778,0.001824
gpt-4.1-mini,tr,grammar,P1_target_rubric,Target-language rubric,12,12,1.0,0.5,3.5,0.6666666666666666,0.1378535964190547,1.0,0.8333333333333334,0.0020928
gpt-4.1-mini,tr,grammar,P2_explicit_pivot,Explicit English pivot,12,12,1.0,0.5,3.5833333333333335,0.6172133998483676,0.19434949345444538,0.9486832980505137,0.8333333333333334,0.0019096000000000002
gpt-4.1-mini,tr,grammar,P3_bilingual,Bilingual rubric,12,12,1.0,0.5,3.5833333333333335,0.7789621985578676,0.34337193122296694,1.0,0.9027777777777778,0.002216
gpt-4.1-mini,vi,comprehensibility,P0_direct_english,Direct English rubric,12,12,1.0,0.5,3.3333333333333335,0.849469247528643,0.651534451879772,0.9486832980505137,0.9722222222222222,0.0018120000000000002
gpt-4.1-mini,vi,comprehensibility,P1_target_rubric,Target-language rubric,12,12,1.0,0.5,2.9166666666666665,0.7300363725160898,0.31547380541987247,0.9230471339256303,0.9027777777777778,0.00206
gpt-4.1-mini,vi,comprehensibility,P2_explicit_pivot,Explicit English pivot,12,12,1.0,0.5,2.9166666666666665,0.7156264473321343,0.408248290463863,0.9999999999999999,0.8611111111111112,0.0019440000000000002
gpt-4.1-mini,vi,comprehensibility,P3_bilingual,Bilingual rubric,12,12,1.0,0.5,2.9166666666666665,0.8101914936669332,0.5313808884413624,0.9356917481211771,0.9444444444444444,0.0022584
gpt-4.1-mini,vi,grammar,P0_direct_english,Direct English rubric,12,12,1.0,0.5,3.6666666666666665,0.4747034030307122,-0.10474667260408585,0.8699594599689668,0.7638888888888888,0.0018812
gpt-4.1-mini,vi,grammar,P1_target_rubric,Target-language rubric,12,12,1.0,0.5,3.25,0.4810511993647416,-0.16784801973540317,0.8586120243472185,0.7638888888888888,0.0023468
gpt-4.1-mini,vi,grammar,P2_explicit_pivot,Explicit English pivot,12,12,1.0,0.5,3.8333333333333335,0.15132998169159548,-0.5242530144068218,0.7069313441974265,0.5833333333333334,0.0019596
gpt-4.1-mini,vi,grammar,P3_bilingual,Bilingual rubric,12,12,1.0,0.5,3.5,0.5063696835418333,-0.09510795073823806,0.8545896969443372,0.7777777777777778,0.0023788000000000004
